prompt1,prompt2,0,1,2,3,4,5,6,7,8,9,10
"a portrait of an overwhelmed young man in a painting from stalenhag, 4 k, 8 k, hdr, artstation, concept art ",Oh no,6.5157036781311035,6.541354656219482,6.615084171295166,6.701015472412109,6.402958393096924,3.934873580932617,3.091365337371826,4.080000877380371,3.1144447326660156,2.9550580978393555,2.378148078918457
Monkey Pointing a Gun at a Computer Meme,"A black hole with event horizon in the center with space around it, high detail, Junji Ito",2.273573160171509,2.49605131149292,1.9966717958450317,2.1517891883850098,1.7228951454162598,3.5272469520568848,4.443543434143066,4.952389240264893,5.33416748046875,5.519906044006348,5.253205299377441
dystopian cyberpunk mcdonald dictatorship,elon troll face ,5.162467956542969,4.9722676277160645,5.024489402770996,4.975299835205078,5.075070858001709,3.398674964904785,4.068499565124512,3.4452333450317383,3.3533682823181152,4.981879711151123,4.955508232116699
"spongebob's house, 16 bit,","oil painting portrait of brock pierce, american flag on background, cowboy style. ",4.34598970413208,4.739190101623535,4.703546524047852,4.839033603668213,5.048452377319336,5.544442176818848,5.5297136306762695,5.841150760650635,5.835903167724609,6.3653106689453125,6.335479736328125
Monkey Pointing a Gun at a Computer Meme,"Beans, what the fuck",2.273573160171509,2.4032115936279297,2.7418107986450195,2.4857449531555176,2.0814054012298584,2.929042339324951,2.7180585861206055,2.5515570640563965,2.0570812225341797,3.0674667358398438,4.980127334594727
"A human made of pizza, digital art",Monkey Pointing a Gun at a Computer Meme,6.148899555206299,5.812405109405518,5.919649600982666,5.691281318664551,5.1764726638793945,3.756587505340576,3.0568971633911133,2.2469253540039062,1.8893675804138184,2.5042564868927,2.273573160171509
cursed images ,"A black hole with event horizon in the center with space around it, high detail, Junji Ito",4.026434898376465,4.073927879333496,4.360629558563232,4.08490514755249,4.455488204956055,4.736014366149902,4.25810432434082,5.277710437774658,5.353231430053711,5.413364410400391,5.253205299377441
ben shapiro destroys the leftists with facts an logic ,"the shape silhouette of a fluffy cat, stacked plot of radio emissions from a pulsar, abstracted light refractions and stripy interference, making up a cat isolated on black, highly detailed high resolution, silk screen t-shirt design in the style of FELIPE PANTONE 4K",2.3177742958068848,2.6046340465545654,2.985302448272705,2.0526609420776367,2.572957992553711,2.9340596199035645,4.069081783294678,5.833700656890869,5.406296253204346,5.597119331359863,5.716915607452393
an object ,"portrait of a splendid sad north korean woman from scary stories to tell in the dark in ibiza, spain with pearlescent skin and cyber yellow hair stronghold in the style of chalks by andre kohn, trending on 5 0 0 px : : 5, hdr, 8 k resolution, ray traced, screen space ambient occlusion : : 2, true blue color scheme ",4.908419609069824,4.772392749786377,5.205450534820557,5.074910640716553,5.650389194488525,5.267815589904785,5.781496047973633,5.931815147399902,6.331479549407959,6.448672771453857,6.145147323608398
"spongebob's house, 16 bit,","Shrek, horror, cursed images, spooky",4.34598970413208,3.9270524978637695,4.408133506774902,4.255414962768555,3.989046573638916,4.0744948387146,4.156238079071045,4.231616020202637,4.305417060852051,4.272205352783203,3.9426798820495605
"oil painting portrait of brock pierce, american flag on background, cowboy style. ","portrait of darth vader in the oval office. secret service. intricate abstract. intricate artwork. by tooth wu, wlop, beeple, dan mumford. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k, iridescent accents ",6.335479736328125,6.373686790466309,6.26334810256958,6.153827667236328,5.81355619430542,6.492671489715576,6.264996528625488,6.268552303314209,6.064273357391357,6.046874046325684,6.122062683105469
captain obvious,elon troll face ,3.3453211784362793,3.660365104675293,4.042264938354492,4.356871128082275,4.350385665893555,4.250148296356201,4.2047905921936035,4.23454475402832,3.555293560028076,3.0890908241271973,4.955508232116699
"willy wonka giving a tour inside his dogfood factory, horse guillotine, dancing oompa loompas covered in blood ","spongebob's house, 16 bit,",2.4173388481140137,2.198538064956665,2.4585437774658203,2.624372959136963,2.55433988571167,4.557175636291504,4.270075798034668,4.021932125091553,3.6123762130737305,4.250916957855225,4.34598970413208
Oh no,"Beans, what the fuck",2.378148078918457,2.913670539855957,2.7720813751220703,1.886354923248291,2.028794288635254,1.4233498573303223,2.2467527389526367,2.5517454147338867,1.470597267150879,3.0796570777893066,4.980127334594727
intricate maze linework highly detailed optical illusion escher,"Shrek, horror, cursed images, spooky",5.100452423095703,5.108253002166748,5.270375728607178,5.1414289474487305,5.509795665740967,5.554426193237305,4.316159248352051,3.9714879989624023,3.986884117126465,4.947813987731934,3.9426798820495605
"president of belorussia, alexander lukashenko in style of sailor moon, anime, perfect faces, fine details","portrait of a splendid sad north korean woman from scary stories to tell in the dark in ibiza, spain with pearlescent skin and cyber yellow hair stronghold in the style of chalks by andre kohn, trending on 5 0 0 px : : 5, hdr, 8 k resolution, ray traced, screen space ambient occlusion : : 2, true blue color scheme ",5.355936050415039,5.456483840942383,5.415343284606934,5.293729782104492,5.518487453460693,6.215452194213867,5.948840618133545,6.229631423950195,6.072767734527588,6.000242710113525,6.145147323608398
"Shrek, horror, cursed images, spooky","a dad angry at missing his flight from prague to nyc, the dad is drunk ",3.9426798820495605,3.988767147064209,4.425368785858154,3.930905342102051,2.492661476135254,2.9539546966552734,2.755040407180786,2.6484460830688477,2.4816534519195557,2.381965160369873,3.5428500175476074
"mandelbrot 3 d volume fractal mandala ceramic chakra digital color stylized an ancient white bone and emerald gemstone relic, intricate engraving concept substance patern texture natural color scheme, global illumination ray tracing hdr fanart arstation by sung choi and eric pfeiffer and gabriel garza and casper konefal ",an average human being ,5.6575140953063965,5.773150444030762,5.921537399291992,5.95109748840332,6.015695571899414,3.879757881164551,4.079107761383057,4.294312477111816,4.188710689544678,3.5842509269714355,3.6142868995666504
"oil painting portrait of brock pierce, american flag on background, cowboy style. ",illusory motion optical illusion ,6.335479736328125,6.331579685211182,6.257874488830566,6.0074334144592285,6.1667561531066895,6.157432556152344,5.719089031219482,4.667474746704102,5.21380090713501,5.248648643493652,4.987471580505371
"portrait of darth vader in the oval office. secret service. intricate abstract. intricate artwork. by tooth wu, wlop, beeple, dan mumford. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8 k, iridescent accents ",illustration by mel ramos artstation hyper realistic 4 k poster ,6.122062683105469,6.445914268493652,6.591931343078613,6.685670375823975,6.73785924911499,7.017312526702881,6.073452949523926,5.918439865112305,6.890181541442871,6.5200653076171875,6.3629536628723145
